file,stt,llm,tts_audio,latency
2309_audio01.wav,aku mau book fly ke jeddah minggu depan. bisa bantu schedule.,"Tentu, saya bisa bantu buatkan draf jadwalnya. Silakan cek ketersediaan tiket di Traveloka atau Skyscanner, dan pastikan visa serta paspor kamu sudah siap untuk keberangkatan minggu depan.",data\outputs\tts_2309_audio01.wav,43.718
2308_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Anda bisa mengajukan visa Saudi secara online melalui portal resmi KSA Visa atau aplikasi Nusuk. Langkahnya adalah buat akun, isi data diri sesuai paspor, unggah dokumen pendukung seperti foto, dan selesaikan pembayaran biaya visa secara daring.",data\outputs\tts_2308_audio04.wav,139.653
2308_audio01.wav,aku mau book flight ke jedah minggu depan. bisa bantu schedule?,"Saya bisa membantu menyusun jadwal Anda ke Jeddah. Silakan cek ketersediaan tiket di aplikasi maskapai seperti Saudia atau Garuda Indonesia terlebih dahulu, lalu berikan detail jam keberangkatannya agar saya bisa mengatur jadwalnya.",data\outputs\tts_2308_audio01.wav,78.285
2309_audio03.wav,can you help aku arrange transport dari jeddah ke madinah tomorrow?,"Kamu bisa naik kereta cepat Haramain High Speed Railway yang paling efisien; segera pesan tiketnya melalui situs resmi atau aplikasi Haramain Train. Jika ingin lebih privat, kamu bisa menggunakan layanan taksi online seperti Uber atau Careem.",data\outputs\tts_2309_audio03.wav,146.975
2309_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Anda dapat mengajukan visa melalui situs resmi KSA Visa atau platform Nusuk dengan mengisi formulir dan mengunggah dokumen seperti paspor serta foto terbaru. Setelah data lengkap, lakukan pembayaran biaya visa secara online melalui sistem yang disediakan. Terakhir, tunggu proses verifikasi hingga e-visa dikirimkan ke email Anda.",data\outputs\tts_2309_audio04.wav,96.056
2309_audio02.wav,aku butuh travel umrah simpel tapi include madinah visit.,Kamu bisa memilih paket Umrah Reguler yang biasanya sudah mencakup kunjungan ke Madinah agar perjalanan lebih simpel. Pastikan pilih agen travel berizin resmi PPIU dan cek detail fasilitas hotel serta transportasinya.,data\outputs\tts_2309_audio02.wav,64.845
2309_audio06.wav,uridu range transport mincedah ilam adinahodan,"Anda bisa menggunakan kereta cepat Haramain, bus Saptco, atau taksi untuk transportasi dari Madinah. Sebaiknya pesan tiket kereta atau bus secara online melalui aplikasi resmi untuk mendapatkan harga terbaik.",data\outputs\tts_2309_audio06.wav,73.972
2309_audio08.wav,uridu schedule trip dari jeddah ke mekah besok pagi.,Anda bisa menggunakan Kereta Cepat Haramain untuk perjalanan tercepat atau menggunakan taksi dan Uber untuk langsung sampai ke hotel. Sebaiknya Anda memesan tiket kereta melalui aplikasi resminya sekarang untuk memastikan ketersediaan jadwal besok pagi.,data\outputs\tts_2309_audio08.wav,44.973
2309_audio12.wav,bagaimana proses visa saudi untuk umrah dari indonesia sekarang?,Prosesnya bisa melalui agen travel umrah atau daftar mandiri melalui aplikasi Nusuk dan visa turis. Anda hanya perlu menyiapkan paspor yang masih berlaku minimal enam bulan dan melakukan pengajuan secara online.,data\outputs\tts_2309_audio12.wav,51.772
2309_audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Checklist persiapan umrah meliputi dokumen wajib seperti paspor dan visa, perlengkapan ibadah seperti kain ihram atau mukena dan buku doa, serta kebutuhan pribadi seperti obat-obatan, pakaian nyaman, dan alat mandi non-parfum. Pastikan juga membawa charger universal dan powerbank untuk mempermudah aktivitas Anda selama di sana.",data\outputs\tts_2309_audio15.wav,134.203
2309_audio17.wav,menurut kamu belajar bahasa arab itu susah nggak untuk pemula.,"Belajar bahasa Arab bisa terasa menantang bagi pemula karena sistem tulisannya, tapi sebenarnya sangat mungkin dipelajari. Kamu bisa mulai dengan menghafal kosakata dasar dan rajin berlatih membaca huruf hijaiyah secara rutin.",data\outputs\tts_2309_audio17.wav,40.792
2310_Audio01.wav,aku nak buka penerbangan ke jalan minggu depan. bisa bantu schedule?,"Bisa, aku bisa bantu susun jadwal penerbangan kamu untuk minggu depan. Tolong beri tahu kota tujuan dan jam keberangkatan yang kamu inginkan supaya aku bisa carikan pilihannya.",data\outputs\tts_2310_Audio01.wav,81.654
2310_Audio02.wav,aku butuh travel umrah simpel tapi include madinah visit,Kamu bisa mencari paket Umrah reguler yang sudah mencakup kunjungan ke Madinah dalam satu paket. Pastikan pilih agen travel yang menyediakan jadwal ziarah di Madinah agar perjalananmu lebih praktis dan terorganisir.,data\outputs\tts_2310_Audio02.wav,97.631
2310_Audio03.wav,bolehkah anda bantu saya mengekori transport dari jeddah kemadinat esok?,"Tentu, Anda bisa menggunakan Kereta Cepat Haramain yang merupakan pilihan tercepat dari Jeddah ke Madinah. Segera pesan tiket melalui situs atau aplikasi resmi Haramain High Speed Railway untuk memastikan ketersediaan besok. Anda juga bisa memilih bus SAPTCO atau taksi pribadi sebagai alternatif.",data\outputs\tts_2310_Audio03.wav,94.644
2310_Audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Siapkan paspor dan foto terbaru, lalu kunjungi situs resmi KSA Visa atau platform Nusuk untuk mengisi formulir dan melakukan pembayaran online. Pastikan semua data yang dimasukkan sesuai dengan dokumen asli agar proses verifikasi berjalan lancar dan cepat.",data\outputs\tts_2310_Audio04.wav,57.676
2310_Audio05.wav,"ya, kakak. saya ingin buka fly ke jadah al-usbu al-qadim. apakah anda boleh membantu jadah afdal mengenai kejadian kejadian di mubashiroh?",Saya bisa membantu Anda mencari informasi penerbangan ke Jeddah dan berita terkini di sana. Anda dapat mengecek aplikasi travel untuk pemesanan tiket dan memantau portal berita resmi untuk informasi terbaru.,data\outputs\tts_2310_Audio05.wav,290.552
2310_Audio06.wav,uridu range transport menjadilah madinah warden,Anda bisa menggunakan kereta cepat Haramain atau taksi pribadi untuk transportasi ke Madinah. Silakan pesan tiket melalui situs resmi Haramain High Speed Railway atau hubungi agen travel lokal untuk pengaturan jemputan.,data\outputs\tts_2310_Audio06.wav,71.898
2310_Audio07.wav,book flight ke jeddah lalu lanjut ke madinah. skejul terbaik kapan?,Sebaiknya pilih jadwal tiba di Jeddah pada pagi hari agar Anda bisa langsung melanjutkan perjalanan ke Madinah menggunakan kereta cepat Haramain. Pesan tiket pesawat melalui maskapai seperti Saudia dan beli tiket kereta secara terpisah melalui aplikasi resmi untuk efisiensi waktu.,data\outputs\tts_2310_Audio07.wav,221.016
2310_Audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,"Puasa Ramadan wajib karena merupakan salah satu dari lima rukun Islam yang diperintahkan oleh Allah. Tujuannya adalah untuk meningkatkan ketakwaan, melatih kesabaran, serta menumbuhkan empati terhadap sesama.",data\outputs\tts_2310_Audio11.wav,34.47
2310_Audio14.wav,how to prepare dokumen umrah dari indonesia dengan benar?,"Siapkan paspor dengan masa berlaku minimal enam bulan, buku vaksin meningitis, dan visa umrah yang diurus melalui agen travel resmi. Pastikan Anda juga menyiapkan pas foto terbaru dan dokumen pendukung lainnya agar proses administrasi berjalan lancar.",data\outputs\tts_2310_Audio14.wav,100.985
2311_audio01.wav,"aku mau book flight ke jeta minggu depan, bisa bantu schedule?",Saya bisa membantu menyusun jadwal keberangkatan Anda. Silakan tentukan waktu yang diinginkan dan segera cek ketersediaan tiket melalui aplikasi Traveloka atau Skyscanner agar mendapatkan harga terbaik.,data\outputs\tts_2311_audio01.wav,110.293
2311_audio02.wav,"aku butuh travel umrah simpel, tapi inklud madinah visit",Kamu bisa mencari paket Umrah Reguler yang sudah mencantumkan kunjungan ke Madinah dalam itinerary-nya. Segera cek agen travel resmi untuk melihat detail jadwal dan fasilitas agar proses keberangkatanmu lebih praktis dan terorganisir.,data\outputs\tts_2311_audio02.wav,67.39
2311_audio03.wav,can you help aku arrange transport dari jeddah ke madinah temuru?,"Tentu, kamu bisa menggunakan kereta cepat Haramain High-Speed Railway untuk perjalanan yang paling cepat. Selain itu, kamu bisa memesan taksi privat melalui aplikasi Careem atau menggunakan bus SAPTCO untuk pilihan yang lebih hemat.",data\outputs\tts_2311_audio03.wav,94.983
2311_audio04.wav,explain step by step cara apply visa saudi dengan benar,"Kamu bisa apply visa Saudi lewat website resmi KSA Visa atau aplikasi Nusuk. Langkahnya adalah siapkan paspor dan foto, registrasi akun, isi data diri, lalu bayar biaya visanya secara online. Pastikan semua data yang diinput sudah sesuai dengan paspor agar prosesnya lancar.",data\outputs\tts_2311_audio04.wav,78.075
2311_audio06.wav,turidu arren transport minjidda ila madinah radhan,"Anda bisa menggunakan Kereta Cepat Haramain, bus SAPTCO, atau taksi pribadi. Untuk perjalanan yang paling cepat dan nyaman, silakan pesan tiket Kereta Cepat Haramain melalui situs web resminya.",data\outputs\tts_2311_audio06.wav,50.555
2311_audio05.wav,"ya, aku rindu buku fly ilajet dah al usmu al qadim. hal bisa bantu adida afdal schedule wari hlatan mubashirah?","Saya bisa bantu mencarikan jadwal penerbangan langsung yang lebih baik untuk Anda. Berikan detail kota asal, tujuan, dan tanggal keberangkatan agar saya bisa memberikan rekomendasi jadwal yang paling efisien.",data\outputs\tts_2311_audio05.wav,69.198
2311_audio09.wav,mungkin buk transport minmaka ilamadina untuk besok,"Anda bisa memesan transportasi dari Madinah untuk besok melalui aplikasi Uber, Careem, atau langsung melalui pihak hotel. Sebaiknya lakukan pemesanan sekarang atau pagi-pagi sekali agar jadwal perjalanan Anda lebih terjamin.",data\outputs\tts_2311_audio09.wav,154.068
2311_audio12.wav,bagaimana proses visa saudi untuk umrah dari indonesia sekarang?,Proses visa Umrah sekarang bisa dilakukan melalui aplikasi Nusuk atau melalui biro perjalanan umrah resmi. Anda perlu menyiapkan paspor dengan masa berlaku minimal enam bulan dan mengikuti panduan pengajuan online pada platform tersebut.,data\outputs\tts_2311_audio12.wav,101.203
2311_audio14.wav,how to prepare dokumen umrah dari indonesia dengan benar,Siapkan paspor dengan masa berlaku minimal 6 bulan dan sertifikat vaksin meningitis. Serahkan dokumen tersebut ke biro perjalanan umrah resmi untuk pengurusan visa dan perlengkapan lainnya.,data\outputs\tts_2311_audio14.wav,45.85
2312_audio1.wav,"aku mau book flight ke jeddah minggu depan, bisa bantu schedule","Tentu, saya bisa membantu menyusun jadwalnya. Silakan cek jadwal keberangkatan melalui aplikasi travel atau situs resmi maskapai seperti Saudia dan Garuda Indonesia untuk mendapatkan pilihan jam terbang terbaik minggu depan.",data\outputs\tts_2312_audio1.wav,277.38
2312_audio11.wav,kenapa fasting di ramadan itu wajib bagi muslim?,Puasa Ramadan itu wajib karena merupakan salah satu rukun Islam yang diperintahkan langsung oleh Allah dalam Al-Qur'an. Tujuannya adalah untuk meningkatkan ketakwaan serta melatih kesabaran dan empati terhadap sesama.,data\outputs\tts_2312_audio11.wav,68.225
2312_audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Barang wajib umrah meliputi paspor, visa, kain ihram, alat ibadah, obat-obatan pribadi, dan perlengkapan mandi non-parfum. Pastikan juga membawa charger universal serta botol minum untuk menjaga hidrasi selama perjalanan.",data\outputs\tts_2312_audio15.wav,140.712
2312_audio19.wav,"ah, ya nan. saya bingung mulai dari mana untuk umrah.","Kamu bisa mulai dengan menyiapkan paspor dan menentukan anggaran biaya terlebih dahulu. Setelah itu, carilah agen travel umrah resmi yang memiliki izin agar urusan visa dan akomodasi kamu lebih mudah dan aman.",data\outputs\tts_2312_audio19.wav,40.641
2312_audio20.wav,translate ke english. aku mau pergi ke makkah minggu depan.,Bahasa Inggrisnya adalah I want to go to Makkah next week.,data\outputs\tts_2312_audio20.wav,116.299
2312_audio3.wav,can you help aku arrange transport dari jedah ke madinah tomorrow?,Kamu bisa menggunakan kereta cepat Haramain High Speed Railway atau memesan taksi melalui aplikasi Uber dan Careem. Segera pesan tiket kereta melalui situs resminya sekarang agar tidak kehabisan jadwal untuk besok.,data\outputs\tts_2312_audio3.wav,53.37
2312_audio4.wav,explain step by step cara apply visa saudi dengan benar.,"Pertama, kunjungi portal resmi visa Saudi atau aplikasi Nusuk jika untuk Umrah. Isi formulir online dengan data paspor, unggah foto terbaru, lalu lakukan pembayaran biaya visa secara langsung. Setelah itu, tunggu e-visa dikirimkan melalui email Anda.",data\outputs\tts_2312_audio4.wav,43.137
2310_Audio20.wav,i want to go to merca next week.,"If you mean Mecca, you should immediately secure your Umrah visa and book your flights and accommodation. Ensure all your travel documents and any necessary health requirements are ready before you depart next week.",data\outputs\tts_2310_Audio20.wav,106.276
2311_audio17.wav,"menurut kamu, belajar bahasa arab itu susah nggak untuk pemula","Belajar bahasa Arab bisa terasa cukup menantang bagi pemula karena perbedaan tata bahasa dan sistem tulisannya. Namun, kamu bisa memulainya dengan mempelajari kosakata dasar dan rutin berlatih agar lebih cepat terbiasa.",data\outputs\tts_2311_audio17.wav,234.078
2312_audio2.wav,aku butuh travel umrah simpel tapi inklud madinah visit.,Kamu bisa cari paket Umrah Reguler yang sudah termasuk program ziarah ke Madinah dalam itinerary-nya. Pastikan pilih agen travel resmi berizin PPIU supaya perjalananmu lebih praktis dan aman.,data\outputs\tts_2312_audio2.wav,121.985
2312_audio5.wav,ya hakhi uridu buku flo possono alan majid seben possible purple,"Tentu, Anda bisa memesan transportasi atau tiket ke Al Majid melalui aplikasi travel atau agen perjalanan. Silakan cek jadwal dan ketersediaan secara langsung melalui situs pemesanan online untuk mendapatkan informasi harga terbaru.",data\outputs\tts_2312_audio5.wav,172.381
2312_audio6.wav,uridu range transport minjid dah ila madinah gadan,Anda bisa menggunakan Kereta Cepat Haramain untuk perjalanan paling cepat atau bus SAPTCO sebagai pilihan yang lebih ekonomis. Segera pesan tiket melalui aplikasi atau situs resmi Kereta Haramain agar mendapatkan jadwal untuk besok.,data\outputs\tts_2312_audio6.wav,48.205
2312_audio7.wav,book flight ke jeddah lalu lanjut ke madinah. schedule terbaik kapan?,Pilihlah jadwal penerbangan yang tiba di Jeddah pada pagi atau siang hari agar Anda memiliki waktu yang cukup untuk perjalanan selanjutnya. Gunakan kereta cepat Haramain High Speed Railway untuk melanjutkan perjalanan ke Madinah agar lebih cepat dan nyaman.,data\outputs\tts_2312_audio7.wav,109.833
2313_audio01.wav,aku mau book flight ke jedah minggu depan. bisa bantu schedule?,"Tentu, saya bisa bantu menyusun jadwalnya. Kamu bisa langsung cek ketersediaan tiket di website Saudia Airlines atau Garuda Indonesia, atau gunakan aplikasi Traveloka untuk mencari harga terbaik minggu depan.",data\outputs\tts_2313_audio01.wav,70.084
2313_audio02.wav,"aku butuh travel umrah simpel, tapi include madinah visit.",Kamu bisa mencari paket Umrah Reguler yang sudah menyertakan jadwal ziarah Madinah dalam itinerary-nya. Pastikan memilih paket 9 atau 12 hari dari agen travel terpercaya dan cek apakah akomodasi di Madinah sudah termasuk dalam harga paket tersebut.,data\outputs\tts_2313_audio02.wav,59.937
2313_audio03.wav,can you help aku range transport dari jedah ke madinah tomorrow?,Kamu bisa menggunakan kereta cepat Haramain High Speed Railway untuk pilihan tercepat atau bus SAPTCO untuk pilihan yang lebih hemat. Sebaiknya segera pesan tiket kereta secara online melalui situs atau aplikasi resmi untuk memastikan ketersediaan jadwal untuk besok.,data\outputs\tts_2313_audio03.wav,47.386
2313_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Ajukan visa melalui platform Nusuk atau agen travel resmi dengan menyiapkan paspor yang berlaku minimal 6 bulan. Kemudian, lengkapi formulir pendaftaran secara online dan selesaikan pembayaran biaya visa di portal resmi tersebut.",data\outputs\tts_2313_audio04.wav,205.294
2313_audio05.wav,akhi uridhubukflit ila jada al-usbu al-qadim hal bisa bantu ajidah afdal skejul wahri latan mubasirah,"Tentu, saya bisa bantu buatkan jadwal perjalanan yang lebih baik untuk minggu depan. Silakan berikan detail destinasi dan rencana kegiatan agar saya bisa menyusun jadwal yang lebih efektif.",data\outputs\tts_2313_audio05.wav,96.104
2313_audio06.wav,"uridu, rets transport minjat dahilah madinah gaddan","Anda bisa menyewa mobil melalui aplikasi Uber, Careem, atau langsung di kantor penyewaan bandara Jeddah. Untuk perjalanan yang lebih cepat dan praktis, sangat disarankan menggunakan kereta cepat Haramain dari Jeddah ke Madinah.",data\outputs\tts_2313_audio06.wav,69.92
2313_audio12.wav,bagaimana proses visa saudi untuk umrah dari indonesia sekarang?,Anda dapat mengajukan visa umrah melalui agen travel resmi atau secara mandiri menggunakan aplikasi Nusuk. Pastikan paspor Anda masih berlaku minimal enam bulan dan siapkan dokumen identitas serta foto terbaru untuk kelancaran prosesnya.,data\outputs\tts_2313_audio12.wav,103.036
2313_audio13.wav,jelaskan step by step cara booking flight ke jedah secara online,"Buka aplikasi travel atau website maskapai, pilih rute ke Jeddah dan tanggal keberangkatan, isi data penumpang sesuai paspor, lalu selesaikan pembayaran. Anda bisa menggunakan Traveloka atau langsung ke website resmi Saudia Airlines agar lebih praktis.",data\outputs\tts_2313_audio13.wav,48.229
2313_audio14.wav,how to prefer dokumen umrah dari indonesia dengan benar,"Siapkan paspor dengan masa berlaku minimal 6 bulan, bukti vaksinasi meningitis, serta foto terbaru. Sebaiknya gunakan jasa travel umrah resmi yang terdaftar di Kemenag untuk membantu pengurusan visa dan dokumen perjalanan lainnya secara praktis.",data\outputs\tts_2313_audio14.wav,64.959
2318_audio01.wav,"aku mau book fly ke jedah minggu depan, bisa bantu schedule",Saya bisa bantu carikan jadwal penerbangan ke Jeddah untuk minggu depan. Silakan cek aplikasi Traveloka atau Skyscanner untuk membandingkan harga dan jam keberangkatan dari maskapai seperti Saudia atau Garuda Indonesia.,data\outputs\tts_2318_audio01.wav,51.241
2318_audio02.wav,aku butuh travel umrah simpel tapi include madinah pisin,Kamu bisa cari paket Umrah Reguler yang sudah menyertakan kunjungan ke Madinah dalam satu paket. Pastikan pilih travel yang memiliki izin resmi Kemenag agar prosesnya simpel dan terjamin aman.,data\outputs\tts_2318_audio02.wav,58.93
2318_audio03.wav,"can you help? aku arrange transport dari jedah ke madinah, tumuruh.","Tentu, saya bisa bantu. Kamu bisa naik kereta cepat Haramain High-Speed Railway untuk perjalanan paling cepat, atau pesan taksi lewat aplikasi Uber atau Careem. Sebaiknya pesan tiket kereta lebih awal melalui website resminya.",data\outputs\tts_2318_audio03.wav,135.163
2318_audio04.wav,explain step by step cara apply pisa saudi dengan benar,"Untuk apply visa Saudi, kunjungi situs resmi visa.visasaudi.com atau aplikasi Nusuk jika ingin melakukan Umrah. Anda perlu mengisi formulir online, mengunggah dokumen seperti paspor dan foto terbaru, lalu menyelesaikan pembayaran biaya visa secara digital.",data\outputs\tts_2318_audio04.wav,64.55
2318_audio05.wav,"ya, akhirnya, dari dombok flyg, ilah jeddah al-usbu al-khalim, hal bisa membantu ajidah afdal, skedul wari batan mubassirah.","Tentu, saya bisa membantu menyusun jadwal perjalanan Anda ke Jeddah minggu depan. Pastikan visa Anda sudah siap, pesan transportasi dari bandara, dan pilih hotel yang strategis agar perjalanan Anda lebih lancar.",data\outputs\tts_2318_audio05.wav,59.447
2318_audio06.wav,"uridu orange transport, min jeddah ila madinah gadan",Anda bisa menggunakan Kereta Cepat Haramain untuk perjalanan tercepat dari Jeddah ke Madinah besok. Segera pesan tiket secara online melalui situs resmi Haramain Railway atau gunakan bus SAPTCO sebagai alternatif.,data\outputs\tts_2318_audio06.wav,50.563
2318_audio09.wav,mungkin buk transport min makkah ila madinah untuk besok,"Anda bisa menggunakan kereta cepat Haramain, taksi, atau bus untuk transportasi dari Makkah ke Madinah. Saya sarankan menggunakan kereta cepat Haramain karena paling cepat dan nyaman, jadi sebaiknya segera pesan tiket melalui aplikasi atau situs resmi agar aman untuk keberangkatan besok.",data\outputs\tts_2318_audio09.wav,247.619
2318_audio10.wav,apa perbedaan umrah dan haji secara detail dalam islam?,"Haji dilakukan pada waktu tertentu di bulan Dzulhijjah dan wajib melakukan wukuf di Arafah, sedangkan umrah bisa dilakukan kapan saja tanpa wukuf. Haji memiliki rangkaian ibadah yang lebih panjang dan kompleks seperti mabit di Mina dan melontar jumrah. Anda dapat mempelajari perbedaan rukunnya secara mendalam melalui buku panduan manasik haji dan umrah.",data\outputs\tts_2318_audio10.wav,57.626
2318_audio13.wav,jelaskan step by step cara booking flight ke jedah secara online.,"Buka aplikasi atau website travel seperti Traveloka atau website maskapai langsung, masukkan rute ke Jeddah dan tanggal keberangkatan, lalu pilih jadwal penerbangan. Setelah itu, isi data penumpang secara lengkap dan selesaikan pembayaran menggunakan metode yang tersedia.",data\outputs\tts_2318_audio13.wav,156.469
2318_audio19.wav,akhianan saya bingung mulai dari mana untuk umrah,"Mulailah dengan menentukan anggaran dan memilih biro perjalanan umrah yang resmi serta terpercaya. Setelah itu, segera siapkan paspor dan dokumen pendukung lainnya untuk proses pendaftaran paket perjalanan.",data\outputs\tts_2318_audio19.wav,176.057
2319_Audio1.wav,"aku mau book fly ke jedah minggu depan, bisa bantu schedule?","Tentu, saya bisa bantu menyusun jadwal penerbanganmu. Segera cek ketersediaan tiket melalui aplikasi Traveloka atau situs resmi Saudia Airlines untuk mendapatkan jadwal terbaik ke Jeddah minggu depan.",data\outputs\tts_2319_Audio1.wav,64.905
2319_Audio10.wav,apa perbedaan umrah dan hajj secara detail dalam islam?,"Haji adalah rukun Islam yang wajib dilakukan pada waktu tertentu dan mencakup wukuf di Arafah, sedangkan umrah dapat dilakukan kapan saja tanpa rukun wukuf. Pastikan Anda menyiapkan paspor dan dokumen kesehatan yang diperlukan sebelum melakukan pendaftaran untuk kedua ibadah tersebut.",data\outputs\tts_2319_Audio10.wav,34.361
2319_Audio13.wav,jelaskan step by step cara booking flight ke jeddah secara online.,"Buka situs atau aplikasi agen perjalanan seperti Traveloka atau Skyscanner, lalu masukkan kota asal dan tujuan Jeddah beserta tanggal keberangkatan. Pilih jadwal penerbangan yang sesuai, isi data diri penumpang dengan lengkap, dan lakukan pembayaran melalui metode yang tersedia seperti kartu kredit atau transfer bank.",data\outputs\tts_2319_Audio13.wav,58.014
2319_Audio16.wav,guide aku cara pilih hotel di mekah dekat haram dengan budget terbatas.,Cari hotel di area Aziziyah atau hotel di sekitar Ring Road yang menyediakan layanan shuttle gratis ke Masjidil Haram. Kamu juga bisa membandingkan harga melalui aplikasi booking online untuk mendapatkan penawaran terbaik yang sesuai dengan budgetmu.,data\outputs\tts_2319_Audio16.wav,34.143
2319_Audio19.wav,ah ya anan saya bingung mulai dari mana untuk umrah,"Mulailah dengan menentukan anggaran dan mencari agen travel umrah yang resmi serta terpercaya. Setelah itu, segera siapkan paspor dan dokumen perjalanan penting lainnya agar semua persiapan lebih teratur.",data\outputs\tts_2319_Audio19.wav,56.138
2319_Audio2.wav,aku butuh travel umrah simpel tapi include madinah visit.,Kamu bisa cari paket Umrah Reguler yang sudah mencakup kunjungan ke Madinah agar lebih praktis. Pastikan cek langsung ke agen travel resmi PPIU untuk melihat detail itinerary dan fasilitas hotelnya.,data\outputs\tts_2319_Audio2.wav,45.337
2319_Audio3.wav,can you help aku arrange ramfot dari dia dah ke bandida tomorrow?,"Tentu, kamu bisa menggunakan kereta cepat Haramain High Speed Railway untuk perjalanan paling cepat dari Jeddah ke Madinah. Selain itu, kamu juga bisa memesan taksi pribadi atau bus melalui aplikasi travel untuk pilihan lain. Sebaiknya segera pesan tiket secara online agar mendapatkan jadwal yang sesuai untuk besok.",data\outputs\tts_2319_Audio3.wav,51.459
2319_Audio4.wav,explain step by step cara apply visa saudi dengan benar.,"Pertama, kunjungi situs resmi KSA Visa atau platform e-visa Arab Saudi. Isi data pribadi, unggah dokumen paspor dan foto, lalu lakukan pembayaran online untuk menerima visa Anda melalui email.",data\outputs\tts_2319_Audio4.wav,43.004
2319_Audio5.wav,"ya takei, aku rindu flieg j curated sekejap yang connaisan.child, apa tanggapan?",Memang penerbangan direct jauh lebih nyaman karena lebih hemat waktu dan tenaga dibandingkan harus transit. Kamu bisa memesan tiket langsung ke Jeddah atau Madinah melalui maskapai seperti Saudia atau Garuda Indonesia agar perjalanan lebih efisien.,data\outputs\tts_2319_Audio5.wav,157.386
2319_Audio6.wav,uridu arrange transport menjedah ilam adina hodan,"Anda bisa menggunakan kereta cepat Haramain High Speed Railway untuk perjalanan paling efisien dari Jeddah ke Madinah. Selain itu, Anda dapat memesan taksi pribadi atau menggunakan bus antar kota yang tersedia di area bandara atau stasiun.",data\outputs\tts_2319_Audio6.wav,64.649
2323_audio01.wav,aku mau book flight ke jadah minggu depan. bisa bantu schedule?,Saya bisa bantu mencarikan jadwal penerbangan untuk kamu. Silakan cek aplikasi Traveloka atau situs resmi maskapai seperti Saudia dan Garuda Indonesia untuk melihat pilihan jadwal terbaik minggu depan.,data\outputs\tts_2323_audio01.wav,40.246
2323_audio02.wav,aku butuh travel umrah simpel tapi include madinah visit.,Pilihlah paket Umrah Plus Madinah agar jadwal kunjungan ke Madinah sudah otomatis diatur oleh agen travel. Pastikan kamu mengecek itinerary untuk memastikan hotel di Madinah berlokasi dekat dengan Masjid Nabawi agar perjalanan lebih praktis.,data\outputs\tts_2323_audio02.wav,124.314
2323_audio04.wav,explain step by step cara apply visa saudi dengan benar.,"Pertama, buka situs resmi visa Saudi untuk mengisi data diri sesuai paspor, lalu selesaikan pembayaran secara online. Pastikan paspor Anda masih berlaku minimal enam bulan agar tidak ada kendala dalam pengajuan.",data\outputs\tts_2323_audio04.wav,94.387
2323_audio06.wav,uri do arrenge transport min jeddah ila madinah kodan,"Saya tidak bisa memesankan langsung, namun Anda bisa menggunakan Kereta Cepat Haramain untuk perjalanan yang cepat dan nyaman. Pilihan lainnya adalah menyewa mobil pribadi atau menggunakan bus SAPTCO.",data\outputs\tts_2323_audio06.wav,63.284
2310_Audio20.wav,i want to go to merka next week.,You should immediately book your Umrah visa via the Nusuk app and secure your flights. It is also important to reserve a hotel near the Masjid al-Haram as soon as possible.,data\outputs\tts_2310_Audio20.wav,221.03
2312_audio4.wav,explain step by step cara apply visa saudi dengan benar.,"Ajukan visa Saudi secara online melalui portal resmi e-visa Saudi atau aplikasi Nusuk. Caranya, siapkan paspor dan foto, buat akun di situs resmi, isi formulir, bayar biayanya, lalu unduh visa Anda setelah disetujui.",data\outputs\tts_2312_audio4.wav,133.523
2323_audio03.wav,can you help aku arrange transport dari jedah ke madinah tomorrow?,Kamu bisa menggunakan kereta cepat Haramain High Speed Railway atau layanan taksi online seperti Uber. Saya sarankan untuk segera memesan tiket kereta secara online melalui situs resmi HHR agar perjalanan lebih cepat dan nyaman.,data\outputs\tts_2323_audio03.wav,38.958
2325_audio1.wav,"aku mau book flight ke jedah, minggu depan bisa bantu schedule",Saya bisa bantu carikan jadwal penerbangan ke Jeddah untuk minggu depan. Silakan cek aplikasi seperti Traveloka atau langsung ke situs maskapai Saudia dan Garuda Indonesia untuk melihat pilihan jadwal dan harga terbaru.,data\outputs\tts_2325_audio1.wav,35.412
2325_audio10.wav,i feel overwhelmed dengan persiapan umrah. ada tips sederhana.,"Tenang saja, mulailah dengan membuat daftar prioritas seperti dokumen perjalanan, perlengkapan ibadah, dan obat-obatan pribadi. Fokuslah menyelesaikan satu kategori setiap harinya agar persiapan terasa lebih ringan dan teratur.",data\outputs\tts_2325_audio10.wav,223.513
2313_audio07.wav,book flight ke jeddah lalu lanjut ke madinah. skejul terbaik kapan?,"Sebaiknya Anda terbang ke Madinah terlebih dahulu agar perjalanan lebih tenang, atau mendarat di Jeddah lalu gunakan kereta cepat Haramain menuju Madinah. Pastikan memesan tiket jauh-jauh hari untuk mendapatkan jadwal dan harga terbaik.",data\outputs\tts_2313_audio07.wav,61.505
